t_valid,Za_v,Za_a,Ra,Xa,Zb_v,Zb_a,Rb,Xb,Zc_v,Zc_a,Rc,Xc
0.935,548.439685316503,-145.582467557591,-452.43015231943,-309.988783187848,608.753128561003,-152.875117689882,-541.799347190183,-277.549705308977,528.906204308738,-154.512390697194,-477.432187696776,-227.596746697632
0.936,591.580564344884,-146.378430965611,-492.616741927841,-327.561154111732,583.12789712532,-155.287357083919,-529.722681849409,-243.786842836253,513.091041976569,-151.371900916692,-450.364691873273,-245.833402267661
0.937,613.924287600883,-149.948253258208,-531.396579088206,-307.442200485886,550.880246504515,-155.666481393717,-501.94135686352,-226.988810867152,521.862825408992,-147.482225018806,-440.047633647545,-280.533222034488
0.938,604.305960052134,-153.565038101518,-541.119896265487,-269.0259303862,523.715954777215,-153.956158111995,-470.536971576783,-229.942078940675,557.984562561026,-145.411157457442,-459.359079019459,-316.758596692834
0.939,575.968024518338,-155.549656123452,-524.315401181531,-238.395732661906,512.426876911972,-150.49834647068,-445.986368731071,-252.343938084176,599.161630988804,-147.015585418449,-502.587973157869,-326.190112183414
0.94,543.937155706924,-155.46011142282,-494.804588690497,-225.911594145512,527.721578426376,-146.757253277616,-441.362876009842,-289.290297136193,614.145662110728,-150.827352007089,-536.244277909129,-299.360933822604
0.941,519.325804293656,-153.308026089482,-463.983497298416,-233.277957038344,567.846205687262,-145.447385552853,-467.681379115132,-322.06123787626,598.874998724907,-154.17088786384,-539.045897027623,-260.922948387914
0.942,513.165837621081,-149.603495757049,-442.628392366507,-259.652235061413,605.30068688674,-147.777732855781,-512.075911658896,-322.749410912351,568.591985070526,-155.708970123291,-518.253223984821,-233.902632126663
0.943,535.002459613123,-146.160235437584,-444.372073252206,-297.927998525864,612.78149369005,-151.687464317023,-539.476654012284,-290.630519362159,537.323432004385,-155.150804516337,-487.576412765723,-225.800160087368
0.944,577.639262167763,-145.680268757379,-477.074681819103,-325.679083093955,592.709830542824,-154.693131959992,-535.828248002966,-253.363438294034,515.795321899635,-152.577814331662,-457.839075723785,-237.546195157782
0.945,609.871989737215,-148.610012933148,-520.612244545021,-317.658204200404,561.184180162843,-155.772065027513,-511.75515996919,-230.291858974545,515.247879174366,-148.71227469457,-440.315436317229,-267.586796263287
0.946,610.141548334027,-152.479916046701,-541.103374061068,-281.921704703934,531.202762662226,-154.74769064294,-480.439938487746,-226.613857841642,543.277167386481,-145.709053055135,-448.848709366367,-306.079918817986
0.947,586.173902424531,-155.099689413945,-531.684191678194,-246.803087912426,513.349349716482,-151.785750790944,-452.35621054597,-242.696134363167,586.697839481597,-146.080273441459,-486.853723160772,-327.395490342899
0.948,554.004676800263,-155.714572374023,-504.979645099216,-227.852452152779,518.906803354509,-147.871429413655,-439.439772498205,-275.965499500066,612.556139750999,-149.475206451153,-527.661649383366,-311.12410404318
0.949,525.747327017864,-154.230393651547,-473.461503749741,-228.570462513123,552.527601533395,-145.455472380189,-455.109114717054,-313.308863835202,606.075783855333,-153.203236680526,-540.990085707391,-273.235398406149
0.95,512.114841100666,-150.922204928523,-447.568212365602,-248.886130098524,594.890304767253,-146.66264151361,-497.000632269869,-326.932479618385,579.006918491755,-155.407681250354,-526.486306108406,-240.958878528358
0.951,524.130444455164,-147.087932206264,-440.010359926391,-284.786948370559,613.592685409473,-150.374516209757,-533.380873647021,-303.316381383448,546.812306816226,-155.553920342988,-497.791201682651,-226.291003826985
0.952,562.410334222215,-145.386341210043,-462.864254196389,-319.471542124121,601.057386927742,-153.866270983478,-539.610350045164,-264.746392807422,520.870836457834,-153.620338348078,-466.632314812992,-231.431871280843
0.953,601.924955568849,-147.367035355862,-506.906454686995,-324.591278892736,571.685284967471,-155.630561098148,-520.750342933709,-235.887993299284,512.075579653717,-150.027461622958,-443.593127516643,-255.825206923973
0.954,613.163261018282,-151.245855746564,-537.555302990172,-294.963524676726,540.000726091995,-155.306912051357,-490.622293753719,-225.58933718534,530.639140663052,-146.412965072812,-442.047048433556,-293.551195832692
0.955,595.401083248969,-154.429155079352,-537.082903106738,-256.991060397992,516.873191093155,-152.940767999876,-460.294554058582,-235.131493370906,572.206073676331,-145.508603365562,-471.618671354082,-324.030275718633
0.956,564.419562301998,-155.740466213384,-514.577752895854,-231.903381893908,513.444895924253,-149.141668704103,-440.760689035138,-263.354658496747,607.22704156803,-148.155454431517,-515.828894420138,-320.38294538374
0.957,533.734835524605,-154.949001195338,-483.527070341703,-225.996563910266,538.40697555926,-145.897913008582,-445.82246513054,-301.86818466973,611.070547037181,-152.064076543711,-539.863762667212,-286.276669002417
0.958,513.981616994449,-152.176256990234,-454.55898493271,-239.902546516649,581.632938813339,-145.842972524817,-481.302368319371,-326.56531622756,588.955868168589,-154.885205586972,-533.275530296619,-249.972445355637
0.959,516.443631608914,-148.270976204812,-439.25845410735,-271.599033732863,610.785771656687,-149.025702970374,-523.686658631441,-314.343033054163,557.046510808164,-155.734555860128,-507.832176151131,-228.926398803538
0.96,547.362434022633,-145.544969310485,-451.3389081165,-309.675352909117,607.609508686023,-152.839694558589,-540.610132316789,-277.362578373678,527.87817947855,-154.479551917191,-476.373941312203,-227.427439875372
0.961,590.471520593696,-146.340595550728,-491.477219411166,-327.271690544875,582.012945361034,-155.256584790908,-528.579083473775,-243.60464092839,512.068012049537,-151.336846223421,-449.316539316266,-245.618192447585
0.962,612.817200104958,-149.914168659965,-530.255655662336,-307.203288365516,549.789407198626,-155.638015441071,-500.8348129904,-226.788188327099,520.814966050487,-147.442832774362,-438.971462805938,-280.271803262806
0.963,603.221107540155,-153.536060936081,-540.012591769247,-268.816118029838,522.641642501377,-153.927389552586,-469.456469077003,-229.706138616908,556.894631992752,-145.367472194097,-458.220622419177,-316.489324199292
0.964,574.908315190321,-155.524500133968,-523.246199575088,-238.186870975712,511.347497067574,-150.466807301132,-444.908259010077,-252.057342328874,598.054652198181,-146.971550922752,-501.409041284699,-325.97291349719
0.965,542.894770151195,-155.436606300822,-493.76381705517,-225.681245176971,526.601399331654,-146.720791088244,-440.242209529192,-288.956451263701,613.056148162639,-150.787965581738,-535.087414576828,-299.197759954011
0.966,518.281595147622,-153.28356354342,-462.951124586857,-233.006583839445,566.669441353078,-145.405662821634,-466.478026895173,-321.733595055593,597.807524479826,-154.137534613364,-537.933356170661,-260.771050240756
0.967,512.088358115383,-149.574916512046,-441.569720261852,-259.327338831018,604.108834455912,-147.734058174015,-510.821935922526,-322.503385483072,567.539842287742,-155.67974098084,-517.175059120917,-233.733674953506
0.968,533.859241091077,-146.124851988931,-443.238838906055,-297.565154182328,611.625398517219,-151.646369024134,-538.250658918352,-290.468339557527,536.282316425382,-155.122805330348,-486.521498931392,-225.600429937811
0.969,576.436334244851,-145.638904221905,-475.846421064321,-325.344480509381,591.600030353811,-154.656275794404,-534.662169472307,-253.233016113217,514.7563846226,-152.548301583285,-456.794703508901,-237.303043292632
0.97,608.664256897339,-148.568073288116,-519.349073547633,-317.40938459599,560.110044919535,-155.738227881618,-510.639802281209,-230.152677034119,514.188127556627,-148.678975838147,-439.254535250308,-267.291757789548
0.971,608.967703041028,-152.442043818644,-539.876242318535,-281.736235381757,530.152122643758,-154.714440673749,-479.358370274486,-226.4438694058,542.17019244405,-145.671101969971,-447.73171696898,-305.752885832379
0.972,585.039472883082,-155.066206714644,-530.511177651263,-246.635510862454,512.307760644281,-151.75056932366,-451.289570913127,-242.480854504852,585.552110706128,-146.040253721965,-485.674624481934,-327.095450116222
0.973,552.907238148786,-155.68344288678,-503.855696955111,-227.674879253723,517.850515242185,-147.832594022386,-438.358476811358,-275.700928442801,611.4119277961,-149.43800004743,-526.474244764987,-310.884890354099
0.974,524.680783392864,-154.199268667533,-472.377043453926,-228.363423690129,551.435016769703,-145.413295873237,-453.978868649743,-313.023584637486,604.958583214613,-153.170959622605,-539.839133179428,-273.03589085158
0.975,511.060265564918,-150.889008496875,-446.502575451526,-248.6323493724,593.77485609221,-146.620481145177,-495.828479267257,-326.684402558255,577.924815263145,-155.379168419721,-525.382605990509,-240.770034305687
0.976,523.053083500464,-147.051034511924,-438.922796603509,-284.484282133651,612.488176231709,-150.336746311095,-532.221046602977,-303.121301753073,545.760757806756,-155.527160867191,-496.728384745057,-226.087851399343
0.977,561.287221067771,-145.345769283401,-461.714044759019,-319.160595008605,599.972527860857,-153.834574065834,-538.490117924447,-264.566488969147,519.829111693538,-153.592997773325,-465.588797815986,-231.19121244623
0.978,600.782007065159,-147.326331470056,-505.713644527318,-324.334287043689,570.610223057793,-155.603485232504,-519.659744524881,-235.690001014893,511.01039142281,-149.99649603043,-442.532354116267,-255.532259611988
0.979,612.036163989581,-151.209800228508,-536.381804189548,-294.758928898595,538.929412481904,-155.28150156005,-489.549044780112,-225.358923482009,529.520751735186,-146.376075856824,-440.926685945513,-293.216445888193
0.98,594.294184579597,-154.398923043948,-535.948999151891,-256.796121725415,515.804285499724,-152.91415999002,-459.233636221111,-234.858528273974,571.037692902559,-145.467967454672,-470.426217563601,-323.702364131436
0.981,563.334737194736,-155.713714689437,-513.480600631273,-231.697429648258,512.363223681563,-149.111974116992,-439.695880411604,-263.027766082647,606.045277199259,-148.116598925773,-514.608040676769,-320.108485495689
0.982,532.684958774949,-154.92293731365,-482.473300512864,-225.771520784383,537.27593331822,-145.863636690507,-444.705628783962,-301.500136402665,609.9208636364,-152.028238375424,-538.669216639263,-286.075051243926
0.983,512.963531821738,-152.149264498273,-453.545756552171,-239.641047595253,580.445014495498,-145.802829354102,-480.090906486847,-326.234787172241,587.883423086645,-154.850662177321,-532.153945240767,-249.83814301415
0.984,515.407416313667,-148.240640685588,-438.23353426503,-271.286148258091,609.604233622915,-148.982707291459,-522.438031055529,-314.127084724962,556.035986429666,-155.701616424959,-506.779475122624,-228.802495177062
0.985,546.246573413061,-145.505607614687,-450.206385583054,-309.353405259669,606.46109065242,-152.801452122917,-539.403449371155,-277.198436651116,526.837099103179,-154.446950617811,-475.305209542175,-227.249393340273
0.986,589.311199227851,-146.292758353413,-490.238550809909,-327.037999069173,580.852522887767,-155.225927141539,-527.395035054069,-243.401171618793,510.93276928046,-151.298506380041,-448.156322095186,-245.373604307219
0.987,611.653529341039,-149.875424131001,-529.041296557093,-306.977762211758,548.63309883287,-155.610412393555,-499.672378548104,-226.551961481331,519.665095163257,-147.401024640563,-437.798111978614,-279.972542009031
0.988,601.961761725595,-153.516584286909,-538.793987020268,-268.438078764145,521.594620525243,-153.90017814138,-468.407066054982,-229.46844800677,555.834736229261,-145.348166072201,-457.242059712789,-316.041061934457
0.989,573.635604660587,-155.510841894317,-522.031188282935,-237.784030990781,510.43175182273,-150.443071735179,-444.007226955937,-251.789903847871,596.957110751809,-146.978337448469,-500.527398714106,-325.315408816793
0.99,541.928993612877,-155.418397672419,-492.813822555596,-225.436399936673,525.607907658181,-146.688047891729,-439.246751950005,-288.662369376719,612.08941257203,-150.758723136495,-534.091096402333,-298.998578134624
0.991,517.67818004314,-153.269143588155,-462.353540133468,-232.851673858761,565.451456753789,-145.323902695776,-465.016795658236,-321.705967772947,597.490308032448,-154.052588558361,-537.260909216987,-261.429500286494
0.992,511.263034892835,-149.546714521551,-440.730557454267,-259.126352526877,602.941038803375,-147.619985444495,-509.192616837107,-322.894371632383,567.183523741359,-155.602405034333,-516.534602470011,-234.284344450953
0.993,532.2309753822,-146.000162364478,-441.240319261064,-297.618534057746,610.191662096659,-151.603413105201,-536.771512284029,-290.189951742991,534.287322391321,-155.068811591004,-484.499594285513,-225.217863423977
0.994,574.619813066647,-145.440980577311,-473.223725880398,-325.955878659403,589.260644152282,-154.697360484939,-532.72866387518,-251.849711996117,511.271040716257,-152.459454115694,-453.335775011758,-236.399560425932
0.995,606.682302397445,-148.580936443508,-517.728965091102,-316.259600246318,558.14433281202,-155.770072131036,-508.975094857752,-229.062107439703,512.28064203063,-148.692566979627,-437.688187936893,-266.196368006465
0.996,605.182892503988,-152.715624587226,-537.851619810274,-277.420201944556,530.805873667655,-154.733657524648,-480.025500889506,-226.562119551927,543.673980262553,-146.202994692841,-451.800441217163,-302.41983752807
0.997,582.551401143881,-155.232066770022,-528.963716098545,-244.056391077793,514.741870884041,-151.821985727908,-453.737091836285,-243.067573183165,586.72808243624,-146.696456165043,-490.371725410643,-322.15743610399
0.998,557.608829525893,-155.613628185889,-507.860026260655,-230.22988618284,517.000002735208,-147.631551219061,-436.670022292049,-276.782034206822,615.562824416056,-148.743909526634,-526.218017564461,-319.393470179965
0.999,532.191712802501,-154.128889350447,-478.854345094922,-232.220876235049,546.265753468198,-144.434226400835,-444.358978496925,-317.728455825643,617.127394747342,-151.588589328633,-542.796765537129,-293.62883487504
1,499.307443263601,-150.076411522341,-432.745491881347,-249.076819786197,590.446888582331,-147.025941306456,-495.33597577045,-321.3561876549,559.308610443382,-155.802382508286,-510.166168083439,-229.252268602009
1.001,468.32704947432,-142.321748883604,-370.660068410837,-286.253976312987,572.780629496077,-158.258677815531,-532.036260621731,-212.167544430264,432.235881098896,-158.261956212818,-401.498229865677,-160.084441230455
1.002,464.209484772478,-133.049351229697,-316.882416426522,-339.228506927731,442.496679804197,-170.399751425081,-436.299652545377,-73.7965095822401,301.22728074859,-154.264484247071,-271.347955566462,-130.798171535734
1.003,494.933065116721,-128.469067312921,-307.893916978386,-387.504935237654,299.911091209579,-174.661124165324,-298.610015262986,-27.9055803587679,212.54756522965,-143.369955750555,-170.570424694108,-126.81560513093
1.004,521.41696063854,-134.566542860788,-365.897654415346,-371.47618138298,201.42621244998,-171.273996629989,-199.094731460803,-30.5582552920713,165.234368705437,-128.289602898105,-102.385264608628,-129.690609500093
1.005,453.486701577383,-148.827514340988,-388.009083775079,-234.732058772461,140.602540291738,-162.187556913449,-133.8624737272,-43.0106087392924,145.85632599054,-113.138975150572,-57.3160999737216,-134.122826227533
1.006,319.273991573074,-158.39117976649,-296.835353186586,-117.57829218694,105.189058854386,-148.566636581789,-89.7522770799257,-54.8567850100584,142.14515942284,-101.451543355869,-28.2213739360042,-139.31547078666
1.007,212.734974753207,-158.492186104086,-197.921722908159,-77.9946221499494,87.2466589516152,-132.375236330119,-58.8027787793543,-64.4531822802085,145.124664192163,-94.5797545720517,-11.5877267048913,-144.661303556621
1.008,146.760249149179,-151.109470250753,-128.49511360472,-70.905405365453,80.826960180184,-117.054509653187,-36.7631707835582,-71.9824059469255,148.176998934605,-92.3425792627497,-6.05663570497547,-148.053166724671
1.009,109.633961991363,-138.339851828599,-81.9076097149807,-72.8748865707666,80.6247126761797,-105.347484432929,-21.3391318148401,-77.7495064132591,145.337954128622,-93.6974229172004,-9.37247017820892,-145.035436059785
1.01,91.7400276804096,-123.054297696278,-50.0380913845058,-76.8922758760472,82.4870604994828,-97.8020158389818,-11.1976539205886,-81.7234831399155,132.716422350638,-96.240264711406,-14.4260057411123,-131.930053891865
1.011,85.7517909883641,-109.083208298809,-28.0357718646902,-81.0392815470567,83.5532229134146,-93.6082218151523,-5.25831626116006,-83.3875960159325,113.54147656747,-96.3085769619311,-12.4762896581964,-112.8539281438
1.012,85.7074324855722,-98.8892422352068,-13.2439312165532,-84.6779916460004,81.9776593185415,-91.3894663662075,-1.98782592890963,-81.9535549895378,96.6565101084353,-91.6085477097983,-2.7132222705293,-96.6184214901732
1.013,87.3065492159868,-92.7197558024181,-4.14277162321364,-87.208204770431,77.2590716328472,-89.2873237630566,0.960965800820291,-77.2530950467298,87.6362120377362,-83.6599660005549,9.67756083084153,-87.1002323572585
1.014,87.6423691038631,-89.651389496344,0.533248036467977,-87.6407468513897,71.0168703485313,-85.2591472212857,5.86948081989014,-70.7739010441352,85.8371803838559,-76.1359477760211,20.5682159676903,-83.3364867759439
1.015,84.8965083042351,-88.2116410224328,2.64942344763866,-84.8551570480319,66.5127892072514,-78.4885084967923,13.2735894319207,-65.1748644165913,87.8319074652443,-71.3620188954371,28.0699806425259,-83.2257181147238
1.016,78.8743323238632,-86.4262849493138,4.91644688304395,-78.7209555936754,66.1177754544369,-70.8025669008891,21.7411337123391,-62.4410388762513,90.37486959559,-69.7273164046399,31.313849669589,-84.7765290236058
1.017,71.7468211720889,-82.2891068477355,9.62660032045899,-71.0980654769863,69.4946372020596,-65.1218644391726,29.2356745229407,-63.0458558117388,90.8319817200848,-70.7665147723954,29.9217360821375,-85.7621047609533
1.018,67.0631286891497,-75.3774349650917,16.9301173920759,-64.8909420078642,74.6129870523893,-62.8891511261393,34.0021424597548,-66.4149993979264,86.9726711608184,-73.293906360972,25.0013716156206,-83.3017223482534
1.019,66.9059546761986,-67.94718601775,25.1205827851039,-62.0109917004259,79.0281821564446,-64.0380198672934,34.5965336675934,-71.0530325400631,78.6212341471204,-74.7398614341291,20.6932606265849,-75.8491095758979
1.02,70.6610029880321,-62.8774670602056,32.213995804713,-62.8906655837623,80.0814694699633,-67.4884718247764,30.6607372354539,-73.9794629924218,69.747076634424,-72.2064322436729,21.313898484118,-66.4106349198449
1.021,76.2893818799891,-61.5012250562715,36.4007133760868,-67.0451926191788,76.1766736103886,-70.8603638598033,24.976161648973,-71.9658040435042,65.3879864179021,-65.767022907877,26.8383646337639,-59.6262605868662
1.022,81.0039912567715,-63.7226194877437,35.8618632216029,-72.6331423373804,69.173015273105,-71.0571261278313,22.4553090280164,-65.4267922064768,67.3312612582716,-58.9322074243692,34.7464264891724,-57.6730837467719
1.023,81.517536503749,-68.0949494446999,30.4117121928188,-75.632245234035,63.5628242461915,-66.5059341229761,25.3395796599773,-58.29355306385,74.357665656153,-55.1440231208846,42.4965616067941,-61.0172491467142
1.024,76.490406930497,-71.6367233397489,24.0975987266262,-72.5953723594247,62.9460374404529,-58.9384356107908,32.4775622438522,-53.9204189537842,83.7977935938706,-55.8342435604806,47.0599159337407,-69.3356655950615
1.025,68.9190267921704,-71.1967080509552,22.2139865574213,-65.240869516022,68.2839283325162,-52.2525342156842,41.8022127717121,-53.9932391685174,91.4915017957638,-60.8523969506672,44.5619577829358,-79.9057370868706
1.026,63.7393058720505,-65.9152275756403,26.011235707923,-58.1903319289182,78.5464253104189,-49.4367125566004,51.0777645835659,-59.6707876116197,92.1813521063467,-68.2937507609789,34.093097505623,-85.6449787122768
1.027,64.0697783640339,-58.3228223126406,33.6451363725715,-54.5246852176836,91.4219031066426,-51.7567247513497,56.5903201270139,-71.8018108097729,84.3460307258595,-74.1397094807431,23.0511466592159,-81.13505738522
1.028,70.220826879529,-52.3817675928448,42.8625997518716,-55.6215971557419,101.827070534828,-59.3258138848746,51.9476370887,-87.5796511445755,73.6193975102909,-74.6255616273847,19.5184145286968,-70.9848377054155
1.029,80.7449481115694,-50.6368385199223,51.2111551106524,-62.4272715868052,101.674260733917,-69.7596624283385,35.1751087375586,-95.3958438355122,66.722550401025,-69.5487319905214,23.313565263882,-62.5170089392002
1.03,92.8182165837303,-54.0089029160021,54.5455100836132,-75.0999910752506,89.7698347567147,-77.3258558006799,19.6960362018541,-87.5824719346463,66.2872219287131,-62.4136355109493,30.6966260704226,-58.7512803172757
1.031,100.694591872042,-62.1152069322903,47.0943809728818,-89.0029219355086,75.9426616644568,-77.8157237990348,16.0281964906898,-74.2319660115371,71.4351873977079,-57.3095467019608,38.582151806277,-60.1199098514215
1.032,97.4628460757506,-71.7813589034106,30.4711715114794,-92.5770709836051,68.0063035253147,-72.3281280902709,20.6443564011006,-64.7971285471939,79.7387697651475,-56.3028818857296,44.2392752546752,-66.341223448172
1.033,84.9299478422663,-77.4268331319484,18.4880750477846,-82.893227235508,67.2690572009416,-65.340084599008,28.0667610149819,-61.1341392581219,87.7397300767568,-59.649052860069,44.334460206425,-75.7147005022608
1.034,72.7679911079877,-76.0915411933435,17.4913403061291,-70.6345067526302,71.6911288246252,-60.7969560782533,34.9785343168104,-62.578910898135,90.7060881535366,-66.105050989991,36.7414976726572,-82.9316391788278
1.035,66.978278167556,-69.8003247055336,23.1271225916014,-62.8587778032913,78.2687401933357,-60.2136238444533,38.8813749168904,-67.9281559886921,85.5643698538033,-72.384700939085,25.8938660860835,-81.5522475937629
1.036,67.9662896461073,-63.1305414814636,30.7179948508142,-60.6285520246353,83.4806696718723,-63.3118389992934,37.4940398273483,-74.5869907308874,75.6163293250638,-74.433283121136,20.292418863469,-72.8426180011814
1.037,73.4902984330609,-59.4956255867142,37.3039801071299,-63.3185362429298,83.6825832162177,-68.3733870880139,30.8417497946409,-77.7917810783631,67.5710992520233,-70.7291519629984,22.300770046999,-63.7850226106228
1.038,80.4935076306521,-59.9526295338026,40.3043737546904,-69.6761237937937,77.8469751721257,-72.2192495129023,23.772551438835,-74.1283841826968,65.4101395791655,-63.6947835963894,28.986687037737,-58.6366637381613
1.039,85.2439872644627,-63.9519117827864,37.4327955806914,-76.5853979539053,69.6594824085138,-71.7121286388069,21.8585513916865,-66.1411159603392,69.3058669366912,-57.5681597046528,37.1684537002656,-58.4962327109837
1.04,84.1343292384634,-69.4112429283161,29.5865067798475,-78.7605483282855,64.3781737342377,-66.2922685294203,25.8846180751173,-58.9451931921594,77.333778425845,-55.1603935521297,44.1793230121748,-63.4720466331723
1.041,77.0845108945361,-72.8485796409118,22.7320671310921,-73.6564657297469,64.8987278570631,-58.8425078891131,33.5781001180925,-55.5369793014033,86.4903453031107,-57.2842059476252,46.7456331993792,-72.7696750538329
1.042,68.7690089301721,-71.3968757261093,21.9380695899158,-65.175898090522,71.1424210822047,-53.3351307223062,42.4815178139759,-57.0663186271777,92.2131616653001,-63.3184999696812,41.4065238076944,-82.3939741150626
1.043,64.3431038320231,-65.2976334511357,26.8892789750705,-58.4551254120572,81.3362896428935,-52.0985492711081,49.9653040095664,-64.1799065760015,89.8323847985448,-70.6276448340592,29.7979405427364,-84.746327932279
1.044,65.9829454033939,-58.0195474736728,34.9465412188322,-55.9686371189055,92.3169735957865,-55.8192740916293,51.8641483514707,-76.3710267684137,80.3043186310526,-74.8690783615551,20.9614766251717,-77.5203204875341
1.045,73.0316513968297,-53.3420612287914,43.6025540123806,-58.5870240697161,98.3400843089832,-63.7586136158431,43.48144718152,-88.2050788384581,70.4447718237194,-73.2323732665037,20.3226718259094,-67.4496470498718
1.046,83.3723427291004,-53.1449531350972,50.006116200222,-66.7108377605055,93.8132811477638,-72.4814081952549,28.239228613006,-89.4621578492927,65.7544663212025,-66.9390921520058,25.7566453971513,-60.4999591658668
1.047,93.3580888591418,-57.7835839914204,49.7709429555309,-78.9847199953808,81.7196003977667,-76.8339622826551,18.6135788158295,-79.5715261437002,67.4788626368748,-60.099611568078,33.6377822931381,-58.4969785986051
1.048,96.9965575770581,-65.9932867093368,39.462436384921,-88.6061414144957,70.9109344632322,-74.5255805944439,18.9196132258734,-68.3403896815944,74.0824748285323,-56.2500235724913,41.1579924609296,-61.59734355722
1.049,90.3063701037591,-73.7927941348518,25.205580392254,-86.7174676660172,66.459810912656,-67.9045114740309,24.9989447403188,-61.5788862226045,82.8558470194517,-56.7611828299915,45.4157750195131,-69.3000632372566
1.05,78.2099110313945,-76.4463300220167,18.3289695384819,-76.031829250624,68.4911866157077,-61.4789721826707,32.7032579527741,-60.1792286698826,89.8648000946646,-61.4406906143128,42.9615038326138,-78.9302950995012
1.051,68.9496487690212,-72.7436286946507,20.4537596602234,-65.8460156815369,74.7706574885376,-58.372495322319,39.209337601383,-63.6653678708368,90.2700321574269,-68.4055880398614,33.2224292905348,-83.9341938529125
1.052,66.2931109549845,-65.7622392992551,27.214918134504,-60.4493572424235,82.2266229161534,-59.4580251527241,41.7850582043894,-70.8182633721774,82.7691592514358,-73.7721022563473,23.1305572683653,-79.4714479775247
1.053,69.7023464764952,-59.9120487631543,34.9437932193419,-60.3104337554727,86.9251336610675,-64.0799575593449,37.996404352371,-78.1808935628494,72.6406780927666,-73.9391107307888,20.0966792221991,-69.8053837323238
1.054,76.7633152861975,-57.7748543876211,40.9338533903154,-64.9386342661156,85.1534406067666,-69.9405977205518,29.2071362461103,-79.9878218197699,66.229155832439,-68.7205420316327,24.0356979071078,-61.7137448903868
1.055,84.2468897112525,-59.8582219094007,42.3038546938466,-72.8554891827778,77.3471031871755,-73.3417130137489,22.1725619837904,-74.1009572578017,66.140121458457,-61.547658246846,31.5109794008623,-58.1513013073471
1.056,87.9652783870279,-65.2051932666283,36.8899812159245,-79.8562426338483,68.8012822446604,-71.5480906995061,21.7761959913468,-65.2641841031961,71.6129791665221,-56.46042690233,39.5670878208472,-59.6897340124923
1.057,84.5928443996026,-71.0878574843675,27.4180560832629,-80.0262427221873,64.6474729278653,-65.2345638275377,27.0811100205172,-58.7018673980285,80.3241463976176,-55.5303277111263,45.4610517092403,-66.2213052725155
1.058,75.8726017461392,-73.6707556568407,21.3320802083693,-72.812046048109,66.6678848090309,-58.1370714080995,35.1932379822933,-56.6219291903047,88.8196918057535,-59.0656437855754,45.6582671003243,-76.1856961500285
1.059,67.7293564623487,-70.7870805232278,22.2883484055649,-63.9569796985133,73.8811993303651,-53.9013551906139,43.5291215657138,-59.696291260098,92.1354293518046,-65.8656694085294,37.6720893399585,-84.081811508813
1.06,64.7413044284423,-63.9712648675154,28.4098994489099,-58.1748580780312,83.9508670017014,-54.1774890174658,49.1344519234332,-68.070211579818,86.8838375684012,-72.5541582363946,26.0481371846144,-82.8872473895945
1.061,67.9162128354889,-57.2750098351792,36.7160006492503,-57.1362167301937,93.0020693067838,-59.1134794286834,47.7416235871562,-79.8130457544762,76.5061000873193,-74.9034620305288,19.9257207961647,-73.8657498528527
1.062,75.8289159022922,-53.9552126567586,44.6190588780702,-61.3120222448436,95.2269383994649,-67.1435450256414,36.9884029114385,-87.7498025467669,68.0602326747431,-71.3457791926342,21.7694785160107,-64.4847662388655
1.063,85.8457745299331,-55.2486449720006,48.9334816805981,-70.5337605353541,87.7654069657183,-74.1542715736429,23.9641791610016,-84.4303545947639,65.6141994528608,-64.3605177160521,28.391729650204,-59.1534686836666
1.064,93.6424915228014,-60.9694160117169,45.4424926284363,-81.8773233704696,76.1273169307114,-75.806714840368,18.6659437625756,-73.8034614806199,69.2642443471209,-58.2342882704475,36.4639597842032,-58.889007308951
1.065,93.5826052567173,-69.0016400564342,33.5345055217912,-87.3678484686646,67.9129256395943,-71.4219593212429,21.6367892979588,-64.3740228493202,76.999189392992,-55.7864435541936,43.2950313088497,-63.6742917600469
1.066,84.6417939025916,-74.9172942180347,22.0249016774456,-81.7259871836838,66.2816585851792,-64.3411458211223,28.7007457481641,-59.7455057581865,85.7799203496648,-57.7992598876843,45.7110221408591,-72.5857919295004
1.067,73.4684606449766,-75.0080197138874,19.0051036310374,-70.9677444020592,70.4728594414324,-58.8413981202448,36.463280798487,-60.3063269588074,91.1559614971839,-63.6064681992562,40.5219294953598,-81.6540418255531
1.068,66.7995007225996,-69.5974365435275,23.2872399209691,-62.6089271082951,78.0398330288919,-57.2378979866109,42.2314198036891,-65.6256254868622,88.7292803985006,-70.5986927630277,29.4743276708738,-83.6907952428803
1.069,66.7453010096479,-62.5366792835081,30.7816431161084,-59.2235228092778,85.6569622026364,-59.8915925038291,42.9687600326873,-74.0999381581201,79.4907230710633,-74.5665927920318,21.1539284064282,-76.62431968596
1.07,72.0515292618146,-57.8001488154588,38.3943922407917,-60.969611393106,88.937397321227,-65.698635447238,36.6009464726952,-81.0569636710918,69.9730885425021,-72.779626009305,20.7153734537788,-66.8364153949575
1.071,80.1069441717897,-57.1987600627429,43.3960465490654,-67.3342828613596,84.7302828707526,-71.683072495052,26.628435205085,-80.4372256724854,65.5319512981433,-66.4296902558045,26.2045317721515,-60.0646248264694
1.072,87.333921267667,-60.7847337680847,42.6270082485605,-76.2243528786189,75.4952737337472,-73.92992908168,20.8980537238276,-72.5452114662948,67.4490077080872,-59.5808695445311,34.150897602534,-58.1642917411262
